表層形, 品詞
いる,動詞
もの,名詞
な,助動詞
の,名詞
で,助動詞
は,助詞
ない,助動詞
でしょ,助動詞
う,助動詞
か,助詞
。,記号
俳優,名詞
にとって,助詞
、,記号
最も,副詞
演じ,動詞
にくい,形容詞
場所,名詞
は,助詞
、,記号
故郷,名詞
の,助詞
劇場,名詞
で,助動詞
あっ,助動詞
て,助詞
、,記号
しかも,接続詞
六,名詞
親,名詞
眷属,名詞
全部,名詞
そろっ,動詞
て,助詞
坐っ,動詞
て,助詞
いる,動詞
一,名詞
部屋,名詞
の,助詞
中,名詞
に,助詞
在っ,動詞
て,助詞
は,助詞
、,記号
いか,副詞
な,助動詞
名優,名詞
も,助詞
演技,名詞
どころ,名詞
で,助動詞
は,助詞
無くなる,動詞
の,名詞
で,助動詞
は,助詞
ない,助動詞
でしょ,助動詞
う,助動詞
か,助詞
。,記号
けれども,接続詞
自分,名詞
は,助詞
演じ,動詞
て,助詞
来,動詞
まし,助動詞
た,助動詞
。,記号
しかも,接続詞
、,記号
それ,名詞
が,助詞
、,記号
かなり,名詞
の,助詞
成功,名詞
を,助詞
収め,動詞
た,助動詞
の,名詞
です,助動詞
。,記号
それほど,副詞
の,助詞
曲者,名詞
が,助詞
、,記号
他郷,名詞
に,助詞
出,動詞
て,助詞
、,記号
万が一,名詞
に,助詞
も,助詞
演じ,動詞
損ねる,動詞
など,助詞
という,助詞
事,名詞
は,助詞
無い,形容詞
わけ,名詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
の,助詞
人間,名詞
恐怖,名詞
は,助詞
、,記号
それ,名詞
は,助詞
以前,名詞
に,助詞
まさる,動詞
と,助詞
も,助詞
劣ら,動詞
ぬ,助動詞
くらい,助詞
烈しく,形容詞
胸,名詞
の,助詞
底,名詞
で,助詞
蠕動,名詞
し,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
しかし,接続詞
、,記号
演技,名詞
は,助詞
実に,副詞
のびのび,副詞
と,助詞
し,動詞
て,助詞
来,動詞
て,助詞
、,記号
教室,名詞
に,助詞
あっ,動詞
て,助詞
は,助詞
、,記号
いつも,副詞
クラス,名詞
の,助詞
者,名詞
たち,名詞
を,助詞
笑わせ,動詞
、,記号
教師,名詞
も,助詞
、,記号
この,連体詞
クラス,名詞
は,助詞
大庭,名詞
さえ,助詞
い,動詞
ない,助動詞
と,助詞
、,記号
とても,副詞
いい,形容詞
クラス,名詞
な,助動詞
ん,名詞
だ,助動詞
が,助詞
、,記号
と,助詞
言葉,名詞
で,助詞
は,助詞
嘆,名詞
じ,助動詞
ながら,助詞
、,記号
手,名詞
で,助詞
口,名詞
を,助詞
覆っ,動詞
て,助詞
笑っ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
、,記号
あの,連体詞
雷,名詞
の,助詞
如き,助動詞
蛮声,名詞
を,助詞
張り上げる,動詞
配属,名詞
将校,名詞
を,助詞
さえ,動詞
、,記号
実に,副詞
容易,名詞
に,助詞
噴き出さ,動詞
せる,動詞
事,名詞
が,助詞
出来,動詞
た,助動詞
の,名詞
です,助動詞
。,記号
もはや,副詞
、,記号
自分,名詞
の,助詞
正体,名詞
を,助詞
完全,名詞
に,助詞
隠蔽,名詞
し,動詞
得,動詞
た,助動詞
の,名詞
で,助動詞
は,助詞
ある,助動詞
まい,助動詞
か,助詞
、,記号
と,助詞
ほっと,副詞
しかけ,動詞
た,助動詞
矢先,名詞
に,助詞
、,記号
自分,名詞
は,助詞
実に,副詞
意外,名詞
に,助詞
も,助詞
背後,名詞
から,助詞
突き刺さ,動詞
れ,動詞
まし,助動詞
た,助動詞
。,記号
それ,名詞
は,助詞
、,記号
背後,名詞
から,助詞
突き刺す,動詞
男,名詞
の,助詞
ご,接頭詞
たぶん,副詞
に,助詞
もれ,動詞
ず,助動詞
、,記号
クラス,名詞
で,助詞
最も,副詞
貧弱,名詞
な,助動詞
肉体,名詞
を,助詞
し,動詞
て,助詞
、,記号
顔,名詞
も,助詞
青,名詞
ぶ,動詞
くれ,動詞
で,助動詞
、,記号
そうして,接続詞
たしかに,副詞
父兄,名詞
の,助詞
お古,名詞
と,助詞
思わ,動詞
れる,動詞
袖,名詞
が,助詞
聖徳太子,名詞
の,助詞
袖,名詞
みたい,名詞
に,助詞
長,形容詞
すぎる,動詞
上衣,名詞
を,助詞
着,動詞
て,助詞
、,記号
学課,名詞
は,助詞
少し,副詞
も,助詞
出来,動詞
ず,助動詞
、,記号
教練,名詞
や,助詞
体操,名詞
は,助詞
いつも,副詞
見学,名詞
という,助詞
白痴,名詞
に,助詞
似,動詞
た,助動詞
生徒,名詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
も,助詞
さすが,副詞
に,助詞
、,記号
その,連体詞
生徒,名詞
に,助詞
さえ,助詞
警戒,名詞
する,動詞
必要,名詞
は,助詞
認め,動詞
て,助詞
い,動詞
なかっ,助動詞
た,助動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
その,連体詞
日,名詞
、,記号
体操,名詞
の,助詞
時間,名詞
に,助詞
、,記号
その,連体詞
生徒,名詞
（,記号
姓,名詞
は,助詞
いま,名詞
記憶,名詞
し,動詞
て,助詞
い,動詞
ませ,助動詞
ん,助動詞
が,助詞
、,記号
名,名詞
は,助詞
竹,名詞
一,名詞
と,助詞
いっ,動詞
た,助動詞
か,助詞
と,助詞
覚え,動詞
て,助詞
い,動詞
ます,助動詞
）,記号
その,連体詞
竹一,名詞
は,助詞
、,記号
れい,名詞
に,助詞
依っ,動詞
て,助詞
見学,名詞
、,記号
自分,名詞
たち,名詞
は,助詞
鉄棒,名詞
の,助詞
練習,名詞
を,助詞
さ,動詞
せ,動詞
られ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
、,記号
わざと,副詞
出来る,動詞
だけ,助詞
厳粛,名詞
な,助動詞
顔,名詞
を,助詞
し,動詞
て,助詞
、,記号
鉄棒,名詞
めがけ,動詞
て,助詞
、,記号
えい,名詞
っと,助詞
叫ん,動詞
で,助詞
飛び,動詞
、,記号
そのまま,副詞
幅,名詞
飛び,動詞
の,助詞
よう,名詞
に,助詞
前方,名詞
へ,助詞
飛ん,動詞
で,助詞
しまっ,動詞
て,助詞
、,記号
砂地,名詞
に,助詞
ドスン,副詞
と,助詞
尻餅,名詞
を,助詞
つき,動詞
まし,助動詞
た,助動詞
。,記号
すべて,名詞
、,記号
計画,名詞
的,名詞
な,助動詞
失敗,名詞
でし,助動詞
た,助動詞
。,記号
果して,副詞
皆,名詞
の,助詞
大笑い,名詞
に,助詞
なり,動詞
、,記号
自分,名詞
も,助詞
苦笑,名詞
し,動詞
ながら,助詞
起き,動詞
上っ,動詞
て,助詞
ズボン,名詞
の,助詞
砂,名詞
を,助詞
払っ,動詞
て,助詞
いる,動詞
と,助詞
、,記号
いつ,名詞
そこ,名詞
へ,助詞
来,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
か,助詞
、,記号
竹一,名詞
が,助詞
自分,名詞
の,助詞
背中,名詞
を,助詞
つつき,動詞
、,記号
低い,形容詞
声,名詞
で,助詞
こう,副詞
囁き,動詞
まし,助動詞
た,助動詞
。,記号
「,記号
ワザ,名詞
。,記号
ワザ,名詞
」,記号
自分,名詞
は,助詞
震撼,名詞
し,動詞
まし,助動詞
た,助動詞
。,記号
ワザ,名詞
と,助詞
失敗,名詞
し,動詞
た,助動詞
という,助詞
事,名詞
を,助詞
、,記号
人,名詞
も,助詞
あろ,助動詞
う,助動詞
に,助詞
、,記号
竹,名詞
一,名詞
に,助詞
見破ら,動詞
れる,動詞
と,助詞
は,助詞
全く,副詞
思い,名詞
も,助詞
掛け,動詞
ない,助動詞
事,名詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
、,記号
世界,名詞
が,助詞
一瞬,名詞
に,助詞
し,動詞
て,助詞
地獄,名詞
の,助詞
業火,名詞
に,助詞
包ま,動詞
れ,動詞
て,助詞
燃え,動詞
上る,動詞
の,名詞
を,助詞
眼前,名詞
に,助詞
見る,動詞
よう,名詞
な,助動詞
心地,名詞
が,助詞
し,動詞
て,助詞
、,記号
わ,助詞
あっ,感動詞
！,記号
　,記号
と,助詞
叫ん,動詞
で,助詞
発狂,名詞
し,動詞
そう,名詞
な,助動詞
気配,名詞
を,助詞
必死,名詞
の,助詞
力,名詞
で,助詞
抑え,動詞
まし,助動詞
た,助動詞
。,記号
それ,名詞
から,助詞
の,助詞
日々,名詞
の,助詞
、,記号
自分,名詞
の,助詞
不安,名詞
と,助詞
恐怖,名詞
。,記号
表面,名詞
は,助詞
相,接頭詞
変ら,動詞
ず,助動詞
哀しい,形容詞
お,接頭詞
道化,名詞
を,助詞
演じ,動詞
て,助詞
皆,名詞
を,助詞
笑わせ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
ふっと,副詞
思わず,副詞
重苦しい,形容詞
溜息,名詞
が,助詞
出,動詞
て,助詞
、,記号
何,名詞
を,助詞
し,動詞
た,助動詞
って,助詞
すべて,名詞
竹,名詞
一,名詞
に,助詞
木,名詞
っ,動詞
葉,名詞
みじん,名詞
に,助詞
見破ら,動詞
れ,動詞
て,助詞
い,動詞
て,助詞
、,記号
そう,副詞
し,動詞
て,助詞
あれ,名詞
は,助詞
、,記号
その,連体詞
うち,名詞
に,助詞
きっと,副詞
誰,名詞
かれ,動詞
と,動詞
なく,助動詞
、,記号
それ,名詞
を,助詞
言いふらし,動詞
て,助詞
歩く,動詞
に,助詞
違い,名詞
ない,助動詞
の,名詞
だ,助動詞
、,記号
と,助詞
考える,動詞
と,助詞
、,記号
額,名詞
に,助詞
じっとり,副詞
油,名詞
汗,名詞
が,助詞
わい,動詞
て,助詞
来,動詞
て,助詞
、,記号
狂人,名詞
みたい,名詞
に,助詞
妙,名詞
な,助動詞
眼,名詞
つき,名詞
で,助詞
、,記号
あたり,名詞
を,助詞
キョロキョロ,名詞
むなしく,形容詞
見廻し,動詞
たり,助詞
し,動詞
まし,助動詞
た,助動詞
。,記号
できる,動詞
事,名詞
なら,助動詞
、,記号
朝,名詞
、,記号
昼,名詞
、,記号
晩,名詞
、,記号
四六時中,名詞
、,記号
竹,名詞
一,名詞
の,助詞
傍,名詞
から,助詞
離れ,動詞
ず,助動詞
彼,名詞
が,助詞
秘密,名詞
を,助詞
口走ら,動詞
ない,助動詞
よう,名詞
に,助詞
監視,名詞
し,動詞
て,助詞
い,動詞
たい,助動詞
気持,名詞
でし,助動詞
た,助動詞
。,記号
そうして,接続詞
、,記号
自分,名詞
が,助詞
、,記号
彼,名詞
に,助詞
まつわりつい,動詞
て,助詞
いる,動詞
間,名詞
に,助詞
、,記号
自分,名詞
の,助詞
お,接頭詞
道化,名詞
は,助詞
、,記号
所,名詞
謂,名詞
「,記号
ワザ,名詞
」,記号
で,助詞
は,助詞
無く,形容詞
て,助詞
、,記号
ほん,名詞
もの,名詞
で,助動詞
あっ,助動詞
た,助動詞
という,助詞
よう,名詞
思い込ま,動詞
せる,動詞
よう,名詞
に,助詞
あらゆる,連体詞
努力,名詞
を,助詞
払い,動詞
、,記号
あわよくば,副詞
、,記号
彼,名詞
と,助詞
無二,名詞
の,助詞
親友,名詞
に,助詞
なっ,動詞
て,助詞
しまい,動詞
たい,助動詞
もの,名詞
だ,助動詞
、,記号
もし,副詞
、,記号
その,連体詞
事,名詞
が,助詞
皆,名詞
、,記号
不可能,名詞
なら,助動詞
、,記号
もはや,副詞
、,記号
彼,名詞
の,助詞
死,名詞
を,助詞
祈る,動詞
より,助詞
他,名詞
は,助詞
無い,形容詞
、,記号
と,助詞
さえ,助詞
思いつめ,動詞
まし,助動詞
た,助動詞
。,記号
しかし,接続詞
、,記号
さすが,副詞
に,助詞
、,記号
彼,名詞
を,助詞
殺そ,動詞
う,助動詞
という,助詞
気,名詞
だけ,助詞
は,助詞
起り,動詞
ませ,助動詞
ん,助動詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
、,記号
これ,名詞
まで,助詞
の,助詞
生涯,名詞
に,助詞
於い,動詞
て,助詞
、,記号
人,名詞
に,助詞
殺さ,動詞
れ,動詞
たい,助動詞
と,助詞
願望,名詞
し,動詞
た,助動詞
事,名詞
は,助詞
幾度,名詞
と,助詞
なく,形容詞
あり,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
人,名詞
を,助詞
殺し,動詞
たい,助動詞
と,助詞
思っ,動詞
た,助動詞
事,名詞
は,助詞
、,記号
いちど,名詞
も,助詞
あり,動詞
ませ,助動詞
ん,助動詞
でし,助動詞
た,助動詞
。,記号
それ,名詞
は,助詞
、,記号
おそるべき,連体詞
相手,名詞
に,助詞
、,記号
かえって,副詞
幸福,名詞
を,助詞
与える,動詞
だけ,助詞
の,助詞
事,名詞
だ,助動詞
と,助詞
考え,動詞
て,助詞
い,動詞
た,助動詞
から,助詞
です,助動詞
。,記号
自分,名詞
は,助詞
、,記号
彼,名詞
を,助詞
手,名詞
な,助動詞
ず,助動詞
ける,助動詞
ため,名詞
、,記号
まず,副詞
、,記号
顔,名詞
に,助詞
偽,接頭詞
クリスチャン,名詞
の,助詞
よう,名詞
な,助動詞
「,記号
優しい,形容詞
」,記号
媚,名詞
笑,名詞
を,助詞
湛え,動詞
、,記号
首,名詞
を,助詞
三,名詞
十,名詞
度,名詞
くらい,助詞
左,名詞
に,助詞
曲げ,動詞
て,助詞
、,記号
彼,名詞
の,助詞
小さい,形容詞
肩,名詞
を,助詞
軽く,形容詞
抱き,動詞
、,記号
そうして,接続詞
猫撫で声,名詞
に,助詞
似,動詞
た,助動詞
甘ったるい,形容詞
声,名詞
で,助詞
、,記号
彼,名詞
を,助詞
自分,名詞
の,助詞
寄宿,名詞
し,動詞
て,助詞
いる,動詞
家,名詞
に,助詞
遊び,名詞
に,助詞
来る,動詞
よう,名詞
しばしば,副詞
誘い,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
彼,名詞
は,助詞
、,記号
いつも,副詞
、,記号
ぼんやり,名詞
し,動詞
た,助動詞
眼,名詞
つき,名詞
を,助詞
し,動詞
て,助詞
、,記号
黙っ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
しかし,接続詞
、,記号
自分,名詞
は,助詞
、,記号
或,連体詞
る,助動詞
日,名詞
の,助詞
放課後,名詞
、,記号
たしか,副詞
初夏,名詞
の,助詞
頃,名詞
の,助詞
事,名詞
でし,助動詞
た,助動詞
、,記号
夕立ち,名詞
が,助詞
白く,形容詞
降っ,動詞
て,助詞
、,記号
生徒,名詞
たち,名詞
は,助詞
帰宅,名詞
に,助詞
困っ,動詞
て,助詞
い,動詞
た,助動詞
よう,名詞
でし,助動詞
た,助動詞
が,助詞
、,記号
自分,名詞
は,助詞
家,名詞
が,助詞
すぐ,副詞
近く,名詞
な,助動詞
ので,助詞
平気,名詞
で,助詞
外,名詞
へ,助詞
